,order_id,client_id,product_id,datetime,units,price,payment_method,installments,delivery_days,delivery_state,device,source,has_installments,has_delivery_days,birthdate,state,gender
3548,ox002501,cx02214,px03221,2019-10-21 10:58:00,1.0,575.95,pm05,0.0,,st07,dv9,sc08,1,0,1957-02-02,st21,cg1
3549,ox130262,cx24644,px00401,2019-07-12 10:21:00,1.0,49.9,pm14,1.0,2.0,st21,dv5,sc11,1,1,1967-04-30,st21,cg2
3550,ox101858,cx08688,px03069,2019-02-13 12:44:00,1.0,-120.0,pm05,0.0,,st07,dv9,sc08,1,0,1951-05-17,st15,cg1
3551,ox101858,cx08688,px03069,2019-02-13 09:58:00,1.0,120.0,pm05,0.0,,st07,dv9,sc08,1,0,1951-05-17,st15,cg1
3552,ox101858,cx08688,px00534,2019-02-13 09:58:00,1.0,69.9,pm05,0.0,,st07,dv9,sc08,1,0,1951-05-17,st15,cg1
3553,ox008444,cx08688,px03069,2019-02-13 12:44:00,1.0,120.0,pm05,0.0,,st07,dv9,sc08,1,0,1951-05-17,st15,cg1
3554,ox114671,cx15253,px11286,2019-01-04 10:08:00,1.0,49.0,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-18,st15,cg1
3555,ox114671,cx15253,px00755,2019-01-04 10:08:00,1.0,39.9,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-18,st15,cg1
3556,ox114671,cx15253,px12459,2019-01-04 10:08:00,2.0,9.9,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-18,st15,cg1
3557,ox114671,cx15253,px10215,2019-01-04 10:08:00,1.0,39.9,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-18,st15,cg1
3558,ox124477,cx15253,px02448,2019-01-04 12:13:00,1.0,19.9,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-18,st15,cg1
3559,ox128720,cx15253,px06071,2019-01-05 12:09:00,2.0,59.9,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-18,st15,cg1
3560,ox128720,cx15253,px10474,2019-01-05 12:09:00,1.0,199.9,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-18,st15,cg1
3561,ox033899,cx15253,px07969,2019-01-10 21:45:00,1.0,1499.0,pm05,0.0,4.0,st07,dv9,sc08,1,1,1971-04-18,st15,cg1
3562,ox097431,cx15253,px07622,2019-03-11 16:25:00,1.0,109.0,pm05,0.0,,st07,dv9,sc08,1,0,1971-04-18,st15,cg1
3563,ox061345,cx03980,px00557,2019-11-29 10:24:00,1.0,99.0,pm05,0.0,5.0,st07,dv9,sc08,1,1,1971-12-13,st15,cg1
3564,ox038996,cx35769,px05511,2019-04-23 07:35:00,1.0,419.9,pm05,0.0,2.0,st15,dv5,sc11,1,1,1973-12-14,st15,cg2
3565,ox018693,cx35769,px00490,2019-05-20 11:56:00,1.0,3149.1,pm05,0.0,2.0,st15,dv7,sc01,1,1,1973-12-14,st15,cg2
3566,ox083897,cx35769,px07257,2019-08-29 10:27:00,1.0,189.9,pm05,0.0,,st07,dv9,sc08,1,0,1973-12-14,st15,cg2
3567,ox101871,cx27310,px00903,2019-08-07 11:58:00,1.0,36.0,pm05,0.0,,st07,dv9,sc08,1,0,1970-08-25,st15,cg1
3568,ox102270,cx33806,px02901,2019-11-13 12:41:00,2.0,249.0,pm05,0.0,,st07,dv9,sc08,1,0,1977-05-06,st25,cg1
3569,ox102270,cx33806,px02901,2019-11-13 18:11:00,1.0,-249.0,pm05,0.0,,st07,dv9,sc08,1,0,1977-05-06,st25,cg1
3570,ox065392,cx33806,px02901,2019-11-13 18:11:00,1.0,249.0,pm05,0.0,6.0,st07,dv9,sc08,1,1,1977-05-06,st25,cg1
3571,ox127730,cx05687,px09673,2019-11-30 06:12:00,1.0,139.9,pm14,4.0,16.0,st21,dv4,sc04,1,1,1966-09-09,st21,cg2
3572,ox001510,cx05687,px10011,2019-11-30 13:02:00,1.0,1199.0,pm14,10.0,8.0,st21,dv4,sc04,1,1,1966-09-09,st21,cg2
3573,ox131526,cx14487,px05655,2019-02-12 10:04:00,0.87059,-1650.87,pm05,0.0,,st07,dv9,sc08,1,0,1977-12-28,st25,cg1
3574,ox131526,cx14487,px05655,2019-02-12 10:04:00,0.12941,-1650.87,pm05,0.0,,st07,dv9,sc08,1,0,1977-12-28,st25,cg1
3575,ox131526,cx14487,px05655,2019-02-12 09:45:00,1.0,1650.87,pm05,0.0,,st07,dv9,sc08,1,0,1977-12-28,st25,cg1
3576,ox022019,cx14487,px05655,2019-02-12 10:04:00,1.0,1650.87,pm05,0.0,2.0,st07,dv9,sc08,1,1,1977-12-28,st25,cg1
3577,ox052841,cx14487,px06889,2019-02-12 10:28:00,1.0,461.99,pm05,0.0,,st07,dv9,sc08,1,0,1977-12-28,st25,cg1
3578,ox063835,cx14487,px04322,2019-02-12 10:34:00,1.0,10.06,pm05,0.0,,st07,dv9,sc08,1,0,1977-12-28,st25,cg1
3579,ox071809,cx14487,px01310,2019-02-18 10:42:00,1.0,138.63,pm05,0.0,,st07,dv9,sc08,1,0,1977-12-28,st25,cg1
3580,ox037836,cx14487,px03938,2019-04-09 09:57:00,1.0,499.09,pm05,0.0,2.0,st07,dv9,sc08,1,1,1977-12-28,st25,cg1
3581,ox107938,cx03101,px12613,2019-05-29 09:50:00,1.0,115.16,pm05,0.0,2.0,st21,dv4,sc04,1,1,1962-04-23,st21,cg2
3582,ox070364,cx03101,px05111,2019-09-10 21:19:00,1.0,1299.0,pm14,10.0,0.0,st21,dv4,sc04,1,1,1962-04-23,st21,cg2
3583,ox004602,cx03101,px00532,2019-11-13 21:27:00,1.0,999.0,pm14,10.0,0.0,st21,dv4,sc04,1,1,1962-04-23,st21,cg2
3584,ox024339,cx04891,px12422,2019-03-25 15:46:00,6.0,8.99,pm05,0.0,11.0,st25,dv7,sc05,1,1,1983-11-21,st25,cg1
3585,ox024339,cx04891,px01858,2019-03-25 15:46:00,6.0,8.99,pm05,0.0,11.0,st25,dv7,sc05,1,1,1983-11-21,st25,cg1
3586,ox047000,cx04891,px11494,2019-12-16 20:39:00,1.0,199.0,pm05,0.0,,st07,dv9,sc08,1,0,1983-11-21,st25,cg1
3587,ox011025,cx20341,px06754,2019-08-12 10:54:00,1.0,59.17,pm05,0.0,,st07,dv9,sc08,1,0,1959-03-27,st15,cg2
3588,ox011025,cx20341,px04668,2019-08-12 10:54:00,1.0,139.93,pm05,0.0,,st07,dv9,sc08,1,0,1959-03-27,st15,cg2
3589,ox065724,cx20341,px10643,2019-09-28 12:27:00,0.90639,-1399.24,pm05,0.0,,st07,dv9,sc08,1,0,1959-03-27,st15,cg2
3590,ox065724,cx20341,px10643,2019-09-28 14:23:00,1.0,1399.24,pm05,0.0,6.0,st07,dv9,sc08,1,1,1959-03-27,st15,cg2
3591,ox065724,cx20341,px02140,2019-09-28 12:27:00,0.90639,-699.86,pm05,0.0,,st07,dv9,sc08,1,0,1959-03-27,st15,cg2
3592,ox065724,cx20341,px02140,2019-09-28 14:23:00,1.0,699.86,pm05,0.0,6.0,st07,dv9,sc08,1,1,1959-03-27,st15,cg2
3593,ox065724,cx20341,px10643,2019-09-28 12:27:00,0.08914,-1399.24,pm05,0.0,,st07,dv9,sc08,1,0,1959-03-27,st15,cg2
3594,ox119113,cx20341,px01983,2019-09-30 12:27:00,1.0,1390.0,pm05,0.0,6.0,st07,dv9,sc08,1,1,1959-03-27,st15,cg2
3595,ox119113,cx20341,px02140,2019-09-30 12:27:00,1.0,700.0,pm05,0.0,6.0,st07,dv9,sc08,1,1,1959-03-27,st15,cg2
3596,ox009134,cx20341,px07169,2019-11-08 13:43:00,1.0,119.9,pm05,0.0,,st07,dv9,sc08,1,0,1959-03-27,st15,cg2
3597,ox045548,cx16923,px00585,2019-04-02 14:04:00,1.0,1349.0,pm05,0.0,2.0,st15,dv3,sc12,1,1,1979-10-30,st15,cg2
3598,ox063701,cx16923,px01930,2019-04-07 18:39:00,1.0,1336.5,pm05,0.0,0.0,st15,dv3,sc12,1,1,1979-10-30,st15,cg2
3599,ox048854,cx16923,px11681,2019-09-18 15:26:00,1.0,39.9,pm09,1.0,2.0,st15,dv3,sc12,1,1,1979-10-30,st15,cg2
3600,ox062110,cx32224,px00643,2019-04-14 15:19:00,1.0,199.9,pm05,0.0,2.0,st15,dv4,sc04,1,1,1982-02-18,st15,cg2
3601,ox058434,cx32224,px10781,2019-09-14 22:33:00,1.0,414.9,pm02,9.0,3.0,st15,dv4,sc04,1,1,1982-02-18,st15,cg2
3602,ox120573,cx11598,px03530,2019-03-14 15:02:00,1.0,72.29,pm05,0.0,2.0,st15,dv5,sc11,1,1,1971-02-25,st15,cg2
3603,ox050771,cx11598,px02174,2019-07-20 20:11:00,1.0,999.02,pm05,0.0,,st07,dv9,sc08,1,0,1971-02-25,st15,cg2
3604,ox081734,cx13023,px03347,2019-09-06 15:24:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1967-03-04,st15,cg1
3605,ox081734,cx13023,px01930,2019-09-06 15:24:00,1.0,994.0,pm05,0.0,,st07,dv9,sc08,1,0,1967-03-04,st15,cg1
3606,ox008011,cx13023,px10894,2019-10-12 12:57:00,2.0,89.9,pm05,0.0,,st07,dv9,sc08,1,0,1967-03-04,st15,cg1
3607,ox008011,cx13023,px02610,2019-10-12 12:57:00,1.0,349.91,pm05,0.0,,st07,dv9,sc08,1,0,1967-03-04,st15,cg1
3608,ox028736,cx13023,px02610,2019-10-12 12:58:00,1.0,349.9,pm05,0.0,,st07,dv9,sc08,1,0,1967-03-04,st15,cg1
3609,ox093697,cx13023,px04588,2019-10-12 12:59:00,1.0,49.92,pm05,0.0,,st07,dv9,sc08,1,0,1967-03-04,st15,cg1
3610,ox093697,cx13023,px10892,2019-10-12 12:59:00,1.0,48.9,pm05,0.0,,st07,dv9,sc08,1,0,1967-03-04,st15,cg1
3611,ox131800,cx00035,px08534,2019-05-29 13:59:00,4.0,179.94,pm05,0.0,6.0,st07,dv9,sc08,1,1,1954-11-01,st15,cg2
3612,ox008358,cx00035,px03358,2019-07-08 10:40:00,1.0,82.96,pm05,0.0,,st07,dv9,sc08,1,0,1954-11-01,st15,cg2
3613,ox008358,cx00035,px06427,2019-07-08 10:40:00,1.0,103.69,pm05,0.0,,st07,dv9,sc08,1,0,1954-11-01,st15,cg2
3614,ox008358,cx00035,px06427,2019-07-08 11:01:00,1.0,-103.69,pm05,0.0,,st07,dv9,sc08,1,0,1954-11-01,st15,cg2
3615,ox132471,cx00035,px00390,2019-07-08 11:01:00,1.0,107.68,pm05,0.0,,st07,dv9,sc08,1,0,1954-11-01,st15,cg2
3616,ox067102,cx00035,px08189,2019-08-15 09:22:00,4.0,290.96,pm05,0.0,6.0,st07,dv9,sc08,1,1,1954-11-01,st15,cg2
3617,ox044178,cx04560,px03186,2019-02-19 12:36:00,1.0,109.9,pm05,0.0,5.0,st17,dv5,sc11,1,1,1961-09-10,st17,cg1
3618,ox097704,cx04560,px11485,2019-03-13 13:49:00,1.0,279.9,pm05,0.0,7.0,st17,dv5,sc11,1,1,1961-09-10,st17,cg1
3619,ox081682,cx04560,px10442,2019-04-02 05:53:00,1.0,269.9,pm05,0.0,5.0,st17,dv5,sc11,1,1,1961-09-10,st17,cg1
3620,ox106755,cx04560,px08966,2019-09-06 18:05:00,1.0,119.0,pm14,3.0,2.0,st15,dv5,sc11,1,1,1961-09-10,st17,cg1
3621,ox083200,cx04560,px00291,2019-09-06 18:11:00,2.0,29.9,pm14,1.0,6.0,st17,dv5,sc11,1,1,1961-09-10,st17,cg1
3622,ox025466,cx04560,px10368,2019-11-27 23:00:00,2.0,89.9,pm14,2.0,13.0,st17,dv4,sc04,1,1,1961-09-10,st17,cg1
3623,ox023516,cx02593,px09916,2019-03-25 17:42:00,1.0,1050.02,pm05,0.0,,st07,dv9,sc08,1,0,1945-08-04,st15,cg1
3624,ox081577,cx03834,px12613,2019-01-05 09:22:00,1.0,99.9,pm05,0.0,,st07,dv9,sc08,1,0,1973-03-01,st15,cg2
3625,ox035125,cx03834,px00532,2019-04-10 13:17:00,1.0,1099.0,pm05,0.0,,st07,dv9,sc08,1,0,1973-03-01,st15,cg2
3626,ox088602,cx03834,px05201,2019-06-04 14:45:00,1.0,119.87,pm05,0.0,,st07,dv9,sc08,1,0,1973-03-01,st15,cg2
3627,ox007607,cx03834,px08909,2019-07-01 13:36:00,1.0,139.0,pm05,0.0,,st07,dv9,sc08,1,0,1973-03-01,st15,cg2
3628,ox007167,cx31848,px05922,2019-09-20 14:19:00,1.0,1151.01,pm14,8.0,42.0,st15,dv3,sc12,1,1,1971-11-24,st15,cg1
3629,ox054158,cx31848,px07869,2019-10-15 06:13:00,1.0,539.91,pm10,1.0,2.0,st15,dv3,sc12,1,1,1971-11-24,st15,cg1
3630,ox067853,cx31811,px09591,2019-10-22 11:41:00,1.0,3095.94,pm05,0.0,6.0,st07,dv9,sc08,1,1,1977-03-14,st15,cg1
3631,ox017171,cx12741,px12369,2019-01-04 06:51:00,1.0,899.0,pm05,0.0,,st07,dv9,sc08,1,0,1979-04-25,st15,cg1
3632,ox020476,cx12741,px11308,2019-01-04 07:15:00,1.0,99.87,pm05,0.0,,st07,dv9,sc08,1,0,1979-04-25,st15,cg1
3633,ox020476,cx12741,px10332,2019-01-04 07:15:00,1.0,38.99,pm05,0.0,,st07,dv9,sc08,1,0,1979-04-25,st15,cg1
3634,ox020476,cx12741,px10215,2019-01-04 07:15:00,1.0,39.89,pm05,0.0,,st07,dv9,sc08,1,0,1979-04-25,st15,cg1
3635,ox020476,cx12741,px06434,2019-01-04 07:15:00,1.0,98.97,pm05,0.0,,st07,dv9,sc08,1,0,1979-04-25,st15,cg1
3636,ox020476,cx12741,px04455,2019-01-04 07:15:00,1.0,69.89,pm05,0.0,,st07,dv9,sc08,1,0,1979-04-25,st15,cg1
3637,ox009359,cx12741,px05861,2019-01-04 07:17:00,1.0,39.0,pm05,0.0,,st07,dv9,sc08,1,0,1979-04-25,st15,cg1
3638,ox038640,cx12741,px03347,2019-10-14 18:17:00,1.0,5.1,pm05,0.0,,st07,dv9,sc08,1,0,1979-04-25,st15,cg1
3639,ox038640,cx12741,px01608,2019-10-14 18:17:00,1.0,895.1,pm05,0.0,,st07,dv9,sc08,1,0,1979-04-25,st15,cg1
3640,ox112879,cx12741,px08946,2019-11-30 14:30:00,2.0,9.9,pm05,0.0,,st07,dv9,sc08,1,0,1979-04-25,st15,cg1
3641,ox128213,cx13397,px01939,2019-01-08 13:52:00,1.0,49.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3642,ox050814,cx13397,px04792,2019-03-27 11:34:00,2.0,31.98,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3643,ox016824,cx13397,px04983,2019-03-29 09:12:00,1.0,59.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3644,ox044889,cx13397,px03533,2019-05-16 09:38:00,1.0,160.13,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3645,ox044889,cx13397,px03533,2019-05-16 16:53:00,0.83334,-160.13,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3646,ox044889,cx13397,px03533,2019-05-16 16:53:00,0.16666,-160.13,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3647,ox044889,cx13397,px12342,2019-05-16 09:38:00,1.0,30.7,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3648,ox116871,cx13397,px04216,2019-05-16 16:53:00,1.0,179.0,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3649,ox116898,cx13397,px00712,2019-05-21 14:39:00,1.0,39.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3650,ox116898,cx13397,px11847,2019-05-21 14:39:00,1.0,32.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3651,ox116898,cx13397,px00510,2019-05-21 14:39:00,2.0,24.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3652,ox088641,cx13397,px04019,2019-10-11 17:57:00,1.0,59.91,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3653,ox088641,cx13397,px02951,2019-10-11 17:57:00,1.0,59.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3654,ox088641,cx13397,px02171,2019-10-11 17:57:00,1.0,22.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3655,ox048420,cx13397,px07180,2019-10-16 10:24:00,1.0,49.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3656,ox017008,cx13397,px10137,2019-11-13 09:42:00,2.0,24.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3657,ox017008,cx13397,px11482,2019-11-13 09:42:00,3.0,29.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3658,ox075024,cx13397,px03377,2019-11-28 11:34:00,1.0,-1299.0,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3659,ox075024,cx13397,px03377,2019-11-28 16:32:00,1.0,1299.0,pm05,0.0,8.0,st07,dv9,sc08,1,1,1984-03-11,st25,cg1
3660,ox021771,cx13397,px04068,2019-11-28 17:39:00,1.0,29.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3661,ox021771,cx13397,px00589,2019-11-28 17:39:00,1.0,69.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3662,ox021771,cx13397,px07740,2019-11-28 17:39:00,1.0,79.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-03-11,st25,cg1
3663,ox054741,cx13397,px03377,2019-11-29 11:34:00,1.0,1299.0,pm05,0.0,8.0,st07,dv9,sc08,1,1,1984-03-11,st25,cg1
3664,ox121258,cx29575,px11729,2019-06-11 11:08:00,1.0,1.0,pm05,0.0,,st07,dv9,sc08,1,0,1966-10-27,st15,cg2
3665,ox039631,cx29575,px00194,2019-08-14 11:44:00,1.0,605.94,pm05,0.0,,st07,dv9,sc08,1,0,1966-10-27,st15,cg2
3666,ox039631,cx29575,px00194,2019-08-14 14:16:00,1.0,-605.94,pm05,0.0,,st07,dv9,sc08,1,0,1966-10-27,st15,cg2
3667,ox029174,cx29575,px06817,2019-08-14 14:16:00,1.0,699.0,pm05,0.0,,st07,dv9,sc08,1,0,1966-10-27,st15,cg2
3668,ox078178,cx29575,px06580,2019-12-04 11:57:00,1.0,195.21,pm05,0.0,,st07,dv9,sc08,1,0,1966-10-27,st15,cg2
3669,ox078178,cx29575,px01766,2019-12-04 11:57:00,1.0,205.02,pm05,0.0,,st07,dv9,sc08,1,0,1966-10-27,st15,cg2
3670,ox094859,cx35007,px10131,2019-01-14 21:26:00,1.0,86.9,pm05,0.0,9.0,st15,dv3,sc12,1,1,1973-05-23,st15,cg1
3671,ox071506,cx35007,px08741,2019-06-18 12:39:00,1.0,2290.44,pm05,0.0,,st07,dv9,sc08,1,0,1973-05-23,st15,cg1
3672,ox015716,cx34958,px10172,2019-04-23 17:40:00,1.0,794.08,pm05,0.0,,st07,dv9,sc08,1,0,1971-10-26,st15,cg1
3673,ox101591,cx34958,px10485,2019-04-23 17:40:00,1.0,5.1,pm05,0.0,,st07,dv9,sc08,1,0,1971-10-26,st15,cg1
3674,ox116652,cx34958,px03495,2019-07-17 21:23:00,1.0,2899.0,pm09,24.0,7.0,st15,dv4,sc04,1,1,1971-10-26,st15,cg1
3675,ox059781,cx34958,px10485,2019-08-07 17:53:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1971-10-26,st15,cg1
3676,ox040420,cx20637,px03505,2019-03-08 18:06:00,1.0,1799.0,pm05,0.0,,st07,dv9,sc08,1,0,1969-10-31,st15,cg1
3677,ox080661,cx20637,px02634,2019-05-11 13:28:00,1.0,52.9,pm05,0.0,,st07,dv9,sc08,1,0,1969-10-31,st15,cg1
3678,ox080661,cx20637,px11266,2019-05-11 13:28:00,1.0,59.0,pm05,0.0,,st07,dv9,sc08,1,0,1969-10-31,st15,cg1
3679,ox085048,cx20637,px00451,2019-07-24 16:53:00,1.0,99.9,pm05,0.0,,st07,dv9,sc08,1,0,1969-10-31,st15,cg1
3680,ox051546,cx20365,px12302,2019-07-19 17:04:00,1.0,980.01,pm05,0.0,,st07,dv9,sc08,1,0,1984-01-16,st25,cg2
3681,ox045220,cx20365,px09949,2019-08-07 15:29:00,2.0,88.02,pm05,0.0,,st07,dv9,sc08,1,0,1984-01-16,st25,cg2
3682,ox038871,cx20365,px10715,2019-12-21 12:43:00,1.0,180.0,pm05,0.0,,st07,dv9,sc08,1,0,1984-01-16,st25,cg2
3683,ox038871,cx20365,px06945,2019-12-21 12:43:00,1.0,89.0,pm05,0.0,,st07,dv9,sc08,1,0,1984-01-16,st25,cg2
3684,ox038871,cx20365,px00010,2019-12-21 12:43:00,1.0,39.9,pm05,0.0,,st07,dv9,sc08,1,0,1984-01-16,st25,cg2
3685,ox036709,cx00201,px10831,2019-03-01 14:04:00,1.0,1598.87,pm05,0.0,5.0,st07,dv9,sc08,1,1,1984-10-10,st15,cg1
3686,ox125223,cx00201,px00206,2019-12-22 16:06:00,1.0,1799.04,pm05,0.0,7.0,st07,dv9,sc08,1,1,1984-10-10,st15,cg1
3687,ox025139,cx22572,px06946,2019-02-15 14:48:00,1.0,2849.05,pm05,0.0,2.0,st21,dv7,sc14,1,1,1968-08-13,st21,cg2
3688,ox074325,cx22572,px08976,2019-05-22 10:51:00,1.0,289.9,pm05,0.0,2.0,st21,dv3,sc12,1,1,1968-08-13,st21,cg2
3689,ox069317,cx09537,px03347,2019-01-16 14:11:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1953-10-27,st15,cg1
3690,ox069317,cx09537,px02450,2019-01-16 14:11:00,1.0,1294.0,pm05,0.0,,st07,dv9,sc08,1,0,1953-10-27,st15,cg1
3691,ox074597,cx09537,px01836,2019-04-12 14:03:00,1.0,339.94,pm05,0.0,2.0,st07,dv9,sc08,1,1,1953-10-27,st15,cg1
3692,ox132817,cx01857,px02128,2019-05-29 16:37:00,1.0,1999.28,pm05,0.0,7.0,st07,dv9,sc08,1,1,1977-11-23,st25,cg1
3693,ox120665,cx01857,px00557,2019-09-12 16:41:00,1.0,199.0,pm05,0.0,,st07,dv9,sc08,1,0,1977-11-23,st25,cg1
3694,ox087637,cx02589,px06964,2019-11-09 16:26:00,1.0,179.01,pm05,0.0,4.0,st07,dv9,sc08,1,1,1973-01-13,st15,cg2
3695,ox002600,cx02589,px07167,2019-11-09 16:29:00,1.0,179.01,pm05,0.0,,st07,dv9,sc08,1,0,1973-01-13,st15,cg2
3696,ox131436,cx25328,px01205,2019-08-05 11:18:00,1.0,899.04,pm05,0.0,2.0,st07,dv9,sc08,1,1,1984-04-30,st15,cg2
3697,ox115198,cx25328,px05800,2019-08-05 11:19:00,1.0,459.0,pm05,0.0,,st07,dv9,sc08,1,0,1984-04-30,st15,cg2
3698,ox107796,cx25328,px10485,2019-10-07 12:09:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1984-04-30,st15,cg2
3699,ox107796,cx25328,px12657,2019-10-07 12:09:00,1.0,994.0,pm05,0.0,,st07,dv9,sc08,1,0,1984-04-30,st15,cg2
3700,ox073654,cx25328,px02867,2019-11-15 12:02:00,1.0,629.9,pm02,10.0,2.0,st15,dv3,sc09,1,1,1984-04-30,st15,cg2
3701,ox000391,cx25328,px04430,2019-12-14 15:23:00,1.0,89.9,pm09,3.0,3.0,st15,dv3,sc09,1,1,1984-04-30,st15,cg2
3702,ox082369,cx25515,px03720,2019-11-06 13:57:00,1.0,599.0,pm05,0.0,5.0,st07,dv9,sc08,1,1,1979-06-12,st15,cg2
3703,ox082369,cx25515,px07484,2019-11-06 13:57:00,1.0,1500.0,pm05,0.0,5.0,st07,dv9,sc08,1,1,1979-06-12,st15,cg2
3704,ox077436,cx38597,px12166,2019-02-19 12:43:00,1.0,156.26,pm05,0.0,,st07,dv9,sc08,1,0,1943-09-16,st15,cg1
3705,ox119777,cx38597,px11432,2019-07-06 10:48:00,4.0,245.62,pm05,0.0,,st07,dv9,sc08,1,0,1943-09-16,st15,cg1
3706,ox039790,cx32721,px00133,2019-01-17 17:42:00,1.0,94.0,pm05,0.0,,st07,dv9,sc08,1,0,1951-07-04,st04,cg1
3707,ox039790,cx32721,px03347,2019-01-17 17:42:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1951-07-04,st04,cg1
3708,ox014211,cx32721,px03347,2019-03-30 09:47:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1951-07-04,st04,cg1
3709,ox014211,cx32721,px12166,2019-03-30 09:47:00,1.0,144.0,pm05,0.0,,st07,dv9,sc08,1,0,1951-07-04,st04,cg1
3710,ox096959,cx06748,px08761,2019-01-29 16:50:00,1.0,108.99,pm05,0.0,,st07,dv9,sc08,1,0,1955-06-28,st15,cg1
3711,ox131240,cx06748,px04031,2019-11-20 17:13:00,1.0,9.99,pm05,0.0,,st07,dv9,sc08,1,0,1955-06-28,st15,cg1
3712,ox110730,cx14943,px06985,2019-05-11 16:38:00,1.0,400.0,pm05,0.0,2.0,st07,dv9,sc08,1,1,1945-10-31,st21,cg1
3713,ox003350,cx19308,px00206,2019-02-11 21:51:00,1.0,2299.41,pm05,0.0,,st07,dv9,sc08,1,0,1967-05-10,st25,cg1
3714,ox013873,cx19308,px04031,2019-11-10 10:36:00,1.0,9.9,pm05,0.0,,st07,dv9,sc08,1,0,1967-05-10,st25,cg1
3715,ox058237,cx30189,px08712,2019-10-18 13:30:00,1.0,820.03,pm05,0.0,,st07,dv9,sc08,1,0,1955-05-24,st25,cg1
3716,ox097790,cx30189,px03268,2019-10-18 14:26:00,1.0,298.06,pm05,0.0,2.0,st07,dv9,sc08,1,1,1955-05-24,st25,cg1
3717,ox129148,cx30189,px02096,2019-10-18 10:33:00,1.0,-1513.21,pm05,0.0,,st07,dv9,sc08,1,0,1955-05-24,st25,cg1
3718,ox129148,cx30189,px02096,2019-10-18 14:31:00,1.0,1513.21,pm05,0.0,10.0,st07,dv9,sc08,1,1,1955-05-24,st25,cg1
3719,ox087194,cx30189,px09317,2019-12-02 11:10:00,1.0,1470.6,pm05,0.0,22.0,st07,dv9,sc08,1,1,1955-05-24,st25,cg1
3720,ox031393,cx04801,px00298,2019-03-04 15:24:00,1.0,3096.0,pm05,0.0,28.0,st07,dv9,sc08,1,1,1952-11-14,st01,cg1
3721,ox087041,cx04801,px06222,2019-03-04 15:43:00,4.0,200.0,pm05,0.0,19.0,st07,dv9,sc08,1,1,1952-11-14,st01,cg1
3722,ox028368,cx04801,px05395,2019-03-06 17:29:00,3.0,39.0,pm05,0.0,,st07,dv9,sc08,1,0,1952-11-14,st01,cg1
3723,ox028368,cx04801,px05395,2019-03-06 12:30:00,1.0,-39.0,pm05,0.0,,st07,dv9,sc08,1,0,1952-11-14,st01,cg1
3724,ox073122,cx04801,px00352,2019-03-15 16:37:00,2.0,89.97,pm05,0.0,4.0,st07,dv9,sc08,1,1,1952-11-14,st01,cg1
3725,ox002828,cx04801,px05395,2019-06-05 12:30:00,1.0,39.0,pm05,0.0,,st07,dv9,sc08,1,0,1952-11-14,st01,cg1
3726,ox108842,cx38309,px12369,2019-03-11 10:16:00,1.0,1094.0,pm05,0.0,,st07,dv9,sc08,1,0,1969-04-20,st15,cg1
3727,ox108842,cx38309,px11498,2019-03-11 10:16:00,1.0,5.0,pm05,0.0,,st07,dv9,sc08,1,0,1969-04-20,st15,cg1
